cbg_norm,sampling_bias,abs_sampling_bias,representation_ratio_final,abs_bias_rank_pct
360810741002,-0.0002759706246184,0.0002759706246184,0.972845899271318,0.03980370774263904
360810741003,-0.0042264091466286,0.0042264091466286,0.4763732156835314,0.5632497273718647
360810741001,-0.0021535790315165,0.0021535790315165,0.7537364624984988,0.31352235550708835
360810743003,-0.0047918336192278,0.0047918336192278,0.7387351211057022,0.6159578335150854
360810743002,-0.0001102157471915,0.0001102157471915,0.988104064358151,0.01653944020356234
360810743004,-0.0058365332572554,0.0058365332572554,0.6492292841044124,0.707924391130498
360810743001,-0.0023248569625911,0.0023248569625911,0.7337909479293008,0.3362413667757179
360810745002,-0.0021922720410482,0.0021922720410482,0.8669230953174984,0.3209741912031988
360810745001,-0.0115249608761805,0.0115249608761805,0.6422458933941109,0.9560159941839331
360810747002,-0.0057228003158436,0.0057228003158436,0.5613576713455003,0.6993820428934933
360810747001,-0.0031772981671042,0.0031772981671042,0.8838108332955604,0.44874591057797164
360810769021,-0.0066812596178166,0.0066812596178166,0.6054671436368494,0.7695383496910214
360810773001,-0.0032078134420468,0.0032078134420468,0.7951366623254602,0.4518356961105053
360810889011,0.0007441680487537,0.0007441680487537,1.0528281963590609,0.1114140312613595
360810889012,-0.00623941145289,0.00623941145289,0.6817501122525099,0.7379134860050891
360811010021,-0.0148880370078796,0.0148880370078796,0.3760178874332117,0.9920029080334424
360810775001,-0.0008076079538175,0.0008076079538175,0.9218083866305056,0.12231915667030172
360810158012,-0.0035979482647165,0.0035979482647165,0.7808085104676072,0.49963649581970193
360810158013,0.0044601062994998,0.0044601062994998,1.371103692843877,0.5859687386404944
360810158021,-0.0010935446075781,0.0010935446075781,0.9321090842180016,0.16357688113413305
360810158022,-0.0079299442521656,0.0079299442521656,0.6515946054309452,0.8427844420210833
360810158023,0.0011852447292851,0.0011852447292851,1.0637602967238824,0.18102508178844057
360810161002,-0.0066984459662759,0.0066984459662759,0.5725340231731935,0.7706288622319156
360810176002,-0.0026869136263851,0.0026869136263851,0.7923601980197307,0.38622319156670304
360810178002,-0.0015766771949824,0.0015766771949824,0.8814063917019482,0.2386404943656852
360810181011,-0.0025625974683149,0.0025625974683149,0.7910924871331385,0.3685932388222465
360810181012,-0.004713862046646,0.004713862046646,0.6962032231675648,0.6097782624500182
360810181013,-0.0054583703231554,0.0054583703231554,0.664327639548701,0.673391494002181
360810181021,-0.001239490089602,0.001239490089602,0.8970704926585011,0.1895674300254453
360810181023,-0.0065449715711768,0.0065449715711768,0.5879219182930998,0.7595419847328244
360810182002,0.0032901647221279,0.0032901647221279,1.2494735265432102,0.46401308615049075
360810972032,-0.0069977431805175,0.0069977431805175,0.7214739892683184,0.7893493275172665
360810972033,-0.0044463777503746,0.0044463777503746,0.8256484007648831,0.583969465648855
360810972034,-0.0008200743670219,0.0008200743670219,0.968341983070988,0.12413667757179207
360810972041,-0.0082101719214018,0.0082101719214018,0.4520965725378745,0.8535078153398764
360810972042,-0.0065304082696611,0.0065304082696611,0.7206265920528283,0.7577244638313341
360810972043,0.0012426670560665,0.0012426670560665,1.146863130787986,0.1901126862958924
360810997031,-0.0019091127311103,0.0019091127311103,0.8895773241609076,0.28498727735368956
360810997032,-0.0026571382018399,0.0026571382018399,0.7850420665814511,0.38095238095238093
360810997033,0.000318271857254,0.000318271857254,1.0203876157720024,0.04798255179934569
360810997041,-0.0059252423433746,0.0059252423433746,0.6496214561482518,0.7144674663758633
360810997043,-0.0026823163540116,0.0026823163540116,0.8328596732156951,0.38549618320610685
360810997044,-0.0082636141633258,0.0082636141633258,0.7216306498044942,0.856415848782261
360810997051,-0.0040582487871324,0.0040582487871324,0.862471994533391,0.5467102871683024
360810998012,-0.0053190279729325,0.0053190279729325,0.7580139394362143,0.6617593602326427
360810998013,-0.0013647320289463,0.0013647320289463,0.9084920031347462,0.20846964740094512
360810998014,-0.003345644457477,0.003345644457477,0.8357847278478132,0.47001090512540894
360810120002,-0.002902407620639,0.002902407620639,0.8530217828129828,0.41257724463831336
360810121001,-0.0038392059646606,0.0038392059646606,0.7310661329145208,0.5258087968011632
360810121002,-0.0052028262814561,0.0052028262814561,0.5846593105334267,0.6517629952744457
360810122001,-0.0025655291090167,0.0025655291090167,0.8665678717586714,0.3691384950926936
360810122002,-0.0039718225202011,0.0039718225202011,0.8075062585059327,0.53962195565249
360810123011,0.0046608510613614,0.0046608510613614,1.382540639263331,0.604143947655398
360810123012,0.0006694367106316,0.0006694367106316,1.072624965863248,0.09941839331152308
360810124002,-0.0108118936558879,0.0108118936558879,0.5081192341275722,0.940930570701563
