PC1,PC2,PC3,PC4,PC5,PC6,PC7
-2.696624032170084,-1.1453914307748794,-1.319233807843973,0.3161393024611613,0.7514148165178427,0.07053306776242091,-0.041220039861989535
-2.22580133073051,0.45042149431285866,-0.24280365931801004,0.26999002854085474,0.41352935587306305,-0.07182227522574093,-0.1554855732981
-2.6450546900627505,-1.7108648739755337,-1.56633152632439,0.17255218342528394,1.0501345782165266,0.03011963152184873,-0.47639262661213183
-0.7457401984449973,0.08126775079204432,0.930743650487957,3.3985916490229315,-0.28782235057691813,0.3754030117606855,-0.39948436039184676
-2.4998140980101393,-1.017031032749337,-0.7777430799242657,-0.15761198912077778,0.8570384199055396,0.09547450882542172,-0.31613083336342257
0.35423658371539435,-0.6925644781429469,-0.8514743682941107,0.46756946440892916,-0.5238726435825438,-0.4185004757858181,0.17467998121888537
-0.9822191542548084,-1.143376061877391,0.4200619660184162,0.010261212348668088,1.4869953815395456,0.05261327470233176,-0.2753857447971281
-2.3713900368484744,-0.25494857732152015,-0.509246695563469,0.6060806706727417,0.34969303877963376,-0.1545179680042114,-0.2026502932428366
-1.054790976913191,0.20940272081289035,0.22200183826305459,0.08144007518270145,0.27261560221848574,0.0674540505476188,0.30731429129947346
-0.7675011127975359,-0.38955106464267475,-1.9085551063628574,-0.3860381762692461,0.7023302076220712,-0.2072643749535651,0.7304124514730634
-0.4060859199300309,0.4628974011610359,1.4816417875945351,0.12189646588267543,0.14977694093571914,0.7193345759172736,-0.1169956895277342
-2.581699479930606,-1.449927568336219,-1.0651763098257587,0.8982966311545009,0.8921203328667159,0.31405182544372995,-0.3164553661220264
-2.7845083435601845,-0.2979909629378532,-0.6329450760291353,-0.2645375583895222,0.20651365202869182,0.48143417946992917,-0.31751702898380535
-1.8679375718190765,-1.026017751703533,-0.4323960726693151,2.1604204608502315,0.8915380378836211,0.34860215998722455,-0.2763939032678405
-2.1570871090580743,0.01792841716474851,-0.5125100098234057,0.07048572442625117,0.3424011571559677,0.039890988120426914,-0.010969737213074643
-2.555321578856177,-0.349161393048268,-0.8188675857302631,-0.019953630525137944,0.27485165526380734,0.14240578987008254,-0.20022256164105143
-2.2491572661329653,-0.6341987459956668,0.03084734630229888,2.085732569213616,0.47172176749756306,0.0409064731526778,-0.4625211203072469
-2.8873646225514302,-0.6254007092568244,-1.3365179238476192,-0.8050634604239543,0.06152443655360025,0.1543348934581192,-0.06679149353612969
-2.5969494976364995,-0.1365670583536163,-0.6703818007880724,0.1626669085810149,0.4053594853853387,0.5986107764614047,-0.11199503590703344
-2.5550772366615404,-0.25955453213962604,-0.7424136799556496,0.1673346579783318,0.36168264345118384,0.2740147899106428,-0.110430186939656
-2.1588341819477166,0.1707709570743472,-0.45687448765447075,0.28758145158414233,0.3906985328389118,0.1853663968215276,-0.07008219204742723
-2.704818417004531,-0.8640435509338797,-0.9249196108263831,0.34926363689041606,0.42647960913575095,0.26351295731092284,-0.29893435454076145
-2.0922867282722577,1.6351559618283527,0.19977165499742547,-0.3765470334435616,-0.27466967354659505,0.33048573612296084,-0.024193254875424106
-2.2180141900193946,-1.0005885278164186,-0.7469658187032381,1.020328608004337,0.5836389654541767,0.023317543183007022,-0.41351302365328385
-2.117781852054106,-1.257253486555312,-0.9185313765196276,1.077222910791423,1.0380636679454247,0.05504978836937262,-0.5299460340180391
-2.6140302812129614,-1.4977635510883083,-1.255237521052863,0.702038720394803,0.7940665385530461,0.14499141922923445,-0.281564119118334
0.08647853831332941,-0.6646310200613601,-0.44891031160667344,0.35444822249928615,-0.9563889691216576,-0.018036745199612285,-0.01177178643898488
0.9267269764702865,-0.7903480931492034,0.0930829620003578,-0.6379601412680703,-1.0061498117063794,0.07038654514169904,0.07602049687881927
-1.7706876026064757,0.048335309891333375,-0.6648852901532717,0.2076506284500196,0.505575561312171,0.15189422265643965,-0.1491297135411742
-2.8507700178474695,-1.0338889895836363,-1.3774507451330196,-0.3874296701758932,0.45437691552513465,0.3768265835263697,-0.25815633865162735
-3.0248031862128646,0.4182959968329996,-0.6945027044116588,-0.8235404280650777,0.024183869680604802,-0.012450565531418505,0.018730314532872792
-2.1400760512744665,0.1454229383916146,-0.11704809792989375,0.5657291020763007,-0.05906616659601856,0.36755283449048376,-0.0688026661313105
-2.230545206600971,-1.1236668985794414,-1.142132151066817,0.3500299003873008,0.12887140422996557,0.1964957223351998,-0.14282021480824858
-2.446296475889746,-1.2442939345011017,-0.36962248477565146,1.5642325148122804,0.799626638060374,0.11021209904764555,-0.19749724159330434
-2.1419285776965395,-0.7805584999088238,-0.34698734772006073,0.33184823752073267,0.455834822136036,0.4396671622406302,-0.18988159819605227
-2.9528404955094523,-1.163772242766539,-1.294339500471072,-0.24009491188973012,0.7613737631449209,0.2833202484911393,-0.49949108466909553
-2.627874852066877,-1.7410491139580853,-1.581823748226611,0.3934524394406417,1.0983028263023207,0.04134798324487649,-0.32032702668403906
-2.6958674607051147,-0.06127033007228492,-1.0323715672978597,-0.3080557755256187,0.7568219793836153,-0.17549988249607912,0.1934806263039054
-2.2391426515742987,0.12380008311753045,-0.5602414994366459,0.21379203998544186,0.1005757242221584,-0.058166030497997706,0.03484452932493412
-1.932753162447955,1.925050826207307,0.6111792656103239,0.28449656366680354,-0.135736006535674,0.1538276258173558,0.027875329796470737
-2.4491110950065718,-0.09562886215529275,-0.5093414382942252,0.37190092180011286,0.2523782599476305,-0.06607527751430346,-0.16111435738054525
-2.613175280236078,0.5845326411217378,-0.6293417755845242,-1.0018150833194936,-0.2140616444183352,0.31424321354251983,-0.1151773518048777
-1.9977092455337417,-1.4456362514897068,-1.1451686309148428,0.9627189767207833,0.21379253080412944,0.14796122961440417,0.21333863143563525
-2.2001490500852534,-1.197712834456778,-0.5988923587242152,-0.3271399953576984,1.0080522341961233,0.35963124081480563,-0.04178687912979347
-2.413833071285436,-1.645917392703646,-1.587096168948303,0.2468494146624032,1.094209399548763,0.07749842827971927,-0.3894633949461949
-2.190831243705896,-0.3345445864751638,-0.7712729194060421,0.39884667361676907,1.1885311641925815,-0.10946069523418815,-0.32129364506680713
-2.3931598194767205,-0.6596065917786821,-0.9151683328231748,0.4494025540835432,0.5109867048794354,0.4350251079669277,-0.1262021483918649
-2.456172679827815,-0.5392716618585588,-0.7672398999841452,0.5331367602141066,0.6371245316832063,0.25254073832584667,-0.1702347327832951
0.927475502992741,0.052673778961254476,-0.6359206567362115,0.8204863455211998,-0.9190384323557498,-0.6570511906876088,-0.04378224539496258
1.123432558586031,-0.18074285656797068,-0.5338530463600616,1.1835874817218657,-0.5260097903864801,-1.0097709361713638,-0.1292509839738968
0.7952077825444942,-0.7294320540642236,-1.2115897526524293,1.2719345118835939,-0.009966935255283879,-0.7863255626465926,0.3700585596541739
1.5241129402683145,0.1383946349290596,-0.054228459639324815,2.0523344709636313,-0.47067888345071623,-0.6408146986722622,-0.15948182874304184
1.0311421975817183,-0.22348237156489592,-0.6176138170439672,0.9844409359244018,-1.7484027202836958,-0.047726398749184086,-0.03814090592808407
-2.4790757835636947,-1.278794215367862,-1.1146950183736204,0.6267127669968535,0.6634991381078302,0.34502529811047516,-0.3507907788815594
-0.5192468654370543,-0.5377353310693487,-0.6992605189825213,0.38909259355914877,0.5653795558294858,-0.05479411305156793,-0.18446399739950803
0.2935485878901702,-0.4952738372866138,0.41759620608697057,3.276227726519505,-0.6975270764951359,-0.20397690522511794,0.1273020887839527
0.6669443604577145,-0.7473291898936186,-0.909915925510802,-0.6481272480042658,0.12917278762038079,0.4824225276905232,0.24823648823157926
-0.9878311291840285,-1.006269097236564,-0.8448500634514359,0.8472129370954743,0.6152077420300341,-0.24726464584724017,0.1431755352381199
3.24785606273865,0.8494555857003967,0.11320773779275677,2.3360312293940884,0.20557080805323022,0.6951549765295256,-0.09192031458281005
2.215956845720277,0.7739473049146811,0.2262997759019293,2.0474284903937563,-0.09614175402076895,0.1860108854731363,-0.1026169260090416
1.1136289738016816,-0.15709932573040902,-0.6822467994398459,1.164495065011257,0.26511829592887864,-0.060079619489873,-0.1844011427554727
2.195317397119914,0.6353686497264527,0.21068021275374169,1.966403156486178,0.03366469770088789,0.2463009023994497,-0.08733388261184101
-0.6664153571468826,-0.7700079474480089,-0.8538658084612254,0.7962189316175673,0.4737101899343735,-0.29268956687498193,0.2078247116278122
-0.9406440533171385,-1.3077767417844752,-1.041360720372147,0.8632757877030026,0.24674755673248774,-0.15536875360411231,-0.10777070781231618
-1.1243248489640654,-0.9352489493577035,-1.0773484551341692,0.39697327260498466,0.4521098077422711,0.0833060149528996,-0.14214700499344451
-2.910644723099123,0.6729953035231279,-0.3315061323792495,-0.709504993833161,-0.5137356730890895,0.03049294471684188,-0.11140977462885523
-2.325530423902108,0.4360404420195779,-0.8165937834804005,-0.73005525649637,0.12433347130346963,0.029143665518513134,0.0870947275303367
-2.166935371265961,0.058606111999358904,-0.783947443214176,-0.4327793894041929,0.5606244276629778,-0.6238921689497826,-0.3314318184942658
-2.3521818897212046,-1.3926778315992987,-1.207054675161862,0.780143721919518,0.8330889021838344,0.19423625427552124,-0.27756411525938235
-1.8099446229461078,-0.3768203114443637,-0.12453827885524935,1.7348795221551698,0.03297025400206747,0.33865354714208473,-0.18095361926031592
-2.324992480483308,-0.7063247996244366,-0.8468136966519744,0.5575104826911356,0.35171299268443157,-0.10240246120531345,-0.0007476861844634024
-2.5156537561861194,-1.5907781748749257,-1.414630037186127,-0.023020919370178545,0.7262137050251746,-0.16782438970281371,-0.4925486946287633
-2.524132348731371,0.1857513067598063,-0.7247513227239901,-0.4177378068056525,-0.2129588071279755,0.11346242228996219,0.06182808805301347
-2.572077070487979,-0.9957207071646064,-0.8239934346916823,1.2774962229438265,0.7863036245482439,0.20702263656332753,-0.0149371744556122
-3.102899820158569,-0.5735033873469237,-1.223818008601055,0.31904511604960106,0.835317286878806,0.16633992028555283,0.5431275169037811
-2.1260679790337647,-0.6683134515802227,-1.000525225107301,0.24287269769682823,0.5980918894814062,-0.08882417826254362,0.03837982423707273
-1.6128837851508464,-0.6072140647440438,-1.1710080068407844,0.7053082842987065,-0.11703423401267861,-0.3415522905789281,0.6570529991373346
-2.893267274121565,-1.5790015696057937,-1.3224304463965042,0.10010895075821359,0.5557396692644792,0.20535849409361523,-0.4202983241537037
-2.2142738342624084,-1.5010945390704629,-1.198585864314314,0.8225616024411203,0.524641568376672,0.17769032264224036,-0.1456832493176338
-2.1587732713854133,0.16944434909823736,-0.7806320226964283,-0.6434898667084346,-0.4556783177340312,-0.09751992490591677,-0.07400446655397033
0.5313923701022512,-0.6758243338807166,0.017308492868578666,-0.42925204374560694,-0.32380225876594376,0.31987561871066233,0.05976325518343959
0.5899750553869637,0.3195844114111694,0.696015485754715,2.4240875418547185,-0.3724120760757081,-0.5536230068997178,-0.1176449133502836
-2.2970701775960234,1.550138564770635,-0.014359145552596108,-0.6769218654130434,-0.06392767767396036,-0.24572945349276648,0.024108580478694755
-1.3063709692849128,1.4330282281529594,0.2587352006121494,0.3855324386533877,0.30620511585198523,0.0054985989018360455,-0.15079221050515107
-0.677430268447642,-0.7105571807002519,-1.1906038649145403,0.2803366930973145,0.5886803538776507,0.15042117392994195,-0.02916093696205619
-0.5750101705028198,-0.61039801313236,-0.5957592188848506,1.3068665081149011,0.3769922844038574,0.03964640794548391,-0.19049595897939028
-1.7138222178996947,2.128499523139495,0.4953160844620815,-0.1829837000873284,0.03825669830862084,-0.13055110628252128,-0.035344166150727066
0.5377083751469851,0.160556758116865,-0.36714238975206964,0.17284545123192407,-1.2714072571490356,-0.2050761890694074,-0.0791119630458741
1.2710608901750298,-0.16631209843335484,-0.784271437754799,0.14342191899980547,-0.8274376866263733,0.04090144772425868,-0.07527401603109066
0.8997302786145589,-0.5284876233625413,-1.3636803835163682,-0.29831809798435766,-0.3028754127538252,-0.7881553205388261,0.2961112977787199
-0.21091078520010392,-0.6895872172936905,-0.9886533416805886,0.7781229807670377,0.1610779755212987,-0.5452296416544788,-0.29383926100830127
-0.32915040410366936,-0.8084981834608216,-0.8183582644754475,1.6468784694773646,0.46086467479995874,-0.050520876148438136,-0.08640340600399057
0.3938889732568172,1.2143612714518588,-0.3335313345513321,0.4936650621296776,0.3254629242301959,-0.8550202252088918,0.2440700038994154
0.4810390878447589,-0.36746304662648505,-1.2283696357389389,1.193528337387884,0.7349001639985435,-0.29003834993886335,0.46637299307639984
-0.44318862644409335,0.5832829086520107,-0.9995352084663126,-0.2981882557826551,1.402391188658739,-0.4024374159673666,-0.03822670180782763
0.42801704520225775,0.1532947393677555,-0.6090669061288374,0.540368038189077,1.171230207446503,-1.1079789443635324,0.2715508005705851
-2.2913793677175587,-0.5796240813121908,-0.781257716657708,0.5844959774889049,0.30897548612897796,0.02891627112280494,-0.11964172495864522
-2.017035330567548,-0.566717519075248,-1.0530244535852769,1.0181261660047145,0.17548130185490357,-0.054447218176492444,0.7063277025538179
-1.8438712192038114,-0.6978626987661968,-0.7987984481857918,0.13053589968123216,0.8783045769664751,0.3032330858613824,-0.010957919524953808
-1.9060230411438555,-0.5686947719070186,0.014846117710691872,0.011004169614733744,0.21420071005861874,0.22086806527496872,-0.399225825779526
-1.6896120332612234,-0.9278338383008116,-0.8437856989966029,-0.5222802052669562,0.1767776589608874,-0.004070429413465006,-0.0067991237283990804
-0.2873310339325961,-0.40621517008497493,-0.05430559039468268,0.9489796840182966,-0.3528282936100118,0.19649485301855688,0.34870140568825647
-2.4038528352284483,-0.8856476836849159,-0.9491013747746067,0.5200128440451075,0.7934692483608967,0.018137773404394642,-0.30619010033419547
-2.055809483684197,-0.8815120665590153,-1.104283333876512,-0.10222992567154121,0.46293087001555944,0.2469030506313076,-0.3081209078016074
-2.5813501124072435,-0.8625036930194954,-1.4192466695756765,-0.5748856232987596,0.23900804472153808,0.030714545708240438,-0.1474218080607914
-2.5935431024620628,-1.8014530772065753,-1.266469815326227,1.0389218039176293,1.0534013226216528,0.00590809428809461,-0.4162646598804472
-2.8066409858536066,-2.0287789794716518,-1.7480307291075423,0.27090535849280933,0.6509469243119046,0.15681408611839426,-0.2569141799182399
-2.122762501478567,-1.3752682073643712,-0.8417143449641838,0.483865549978157,0.7100272064272268,0.4221646316171415,-0.31964529730897595
-2.1899851348987935,-1.2085007426665637,-0.8117377890371253,0.235413070882522,0.6149302661096178,-0.11380700060617131,-0.426874339606958
-0.41538832997148645,-0.3972871361828019,-0.5376692557206951,1.163089132323938,0.14746330949541103,0.19087589803217966,-0.05861633785708341
0.25217918615709106,0.31397935887872513,-0.1605560019336897,1.801243206804179,0.6331411320327868,-0.06693186797672288,0.07210245667295392
-2.572310124558529,0.23736406930265655,-0.6871333556911907,-0.312194985995848,-0.2939804138438049,0.34851823355219597,0.17635926632178028
0.6217139570311525,-0.142054461496606,0.4151531328498238,1.3051545183860527,0.006853149463458071,-0.6315342963429491,-0.07415237531246967
-3.3531438206062654,-0.797920012028114,-1.2910224483449162,-0.2322786324465615,0.6524607391074606,0.23270854710752079,0.08202171975173707
-2.7293838408935223,-0.35235153263253643,-1.175792516501941,-0.9677256493683887,-0.19568262442429377,0.11236980873062909,-0.14330811935318002
