parameter,Excluding top 10% absolute sampling-bias CBGs,Excluding top 20% absolute sampling-bias CBGs,Full analytical sample
chain_loyalty,-0.10004682817331408,-0.19820077446162115,0.263058392551602
demographic_similarity,0.18640331251582953,0.07499735828999893,-0.3150477896393657
distance,-15.80160581602251,-15.06487909309061,-15.965860426693508
poi_count,13.075851988485837,12.165312198955656,13.145700335522333
poi_diversity,3.110707539898247,2.3083993004834658,3.227388750016426
store_area,1.4772003334885344,1.534207633413589,1.3389933603593158
