GEOID,populationE,med_ageE,med_hh_incomeE,bachelor_degree_25E,whiteE,blackE,asianE,hispanicE,kmeans_cluster_stability_check
360050135001,645,39.6,41250.0,0.07751937984496124,0.22015503875968992,0.4604651162790698,0.0,0.5007751937984496,1
360050135003,1433,34.5,25188.0,0.06629448709002093,0.12630844382414516,0.5596650383810189,0.0,0.4584787159804606,1
360050138002,924,43.5,61827.0,0.12012987012987013,0.49134199134199136,0.0854978354978355,0.0,0.5768398268398268,1
360050161002,1093,35.7,15903.0,0.11527904849039342,0.06404391582799634,0.5123513266239708,0.0,0.48215919487648673,1
360050161004,1174,34.5,12141.0,0.01788756388415673,0.09625212947189098,0.18824531516183987,0.0,0.889267461669506,1
360050161001,1097,29.0,31848.0,0.1203281677301732,0.014585232452142206,0.4822242479489517,0.0,0.5278030993618961,1
360050195002,2276,33.3,30344.0,0.101493848857645,0.03031634446397188,0.3053602811950791,0.0,0.7210017574692443,1
360050195003,2329,29.4,26509.0,0.07728638900815801,0.1897810218978102,0.42035208243881494,0.006440532417346501,0.6247316444826105,1
360050167002,2644,19.3,30000.0,0.08925869894099848,0.12178517397881997,0.5132375189107413,0.0,0.5979576399394856,1
360050224011,828,41.4,41797.0,0.22705314009661837,0.27657004830917875,0.1751207729468599,0.0966183574879227,0.6171497584541062,1
360050028001,1632,39.2,54625.0,0.07475490196078431,0.31004901960784315,0.45894607843137253,0.0,0.7212009803921569,1
360050079003,1289,26.3,23255.0,0.01474010861132661,0.037238169123351435,0.2878200155159038,0.0,0.7075252133436772,1
360050158001,1082,41.6,43661.0,0.12292051756007394,0.4463955637707948,0.06469500924214418,0.027726432532347505,0.5656192236598891,1
360050218002,2025,29.9,37599.0,0.05234567901234568,0.06814814814814815,0.41432098765432096,0.017777777777777778,0.665679012345679,1
360050218005,484,52.3,86397.0,0.3615702479338843,0.390495867768595,0.44008264462809915,0.0,0.7086776859504132,1
360050218004,875,32.4,43819.0,0.046857142857142854,0.27314285714285713,0.184,0.0,0.8377142857142857,1
360050218001,1762,27.3,27652.0,0.053348467650397274,0.25028376844494893,0.2945516458569807,0.0,0.7724177071509648,1
360050218003,1871,37.1,57193.0,0.0951362907536077,0.11758417958311064,0.4388027792624265,0.06948156066274719,0.5104222340994121,1
360050338002,607,28.0,33750.0,0.0214168039538715,0.3904448105436573,0.41680395387149916,0.0,0.4382207578253707,1
360050338001,931,39.8,45625.0,0.22663802363050484,0.11707841031149302,0.40601503759398494,0.04403866809881848,0.5316863587540279,1
360050175002,1161,25.9,26250.0,0.031007751937984496,0.08010335917312661,0.2859603789836348,0.0,0.8733850129198967,1
360050162001,988,50.1,91333.0,0.11740890688259109,0.6700404858299596,0.05465587044534413,0.005060728744939271,0.4190283400809717,0
