cbg,cost,H_Area_of_store,R_Percentage_of_Visits_by_brand,J_POI_count_where_store_is,K_POI_diversity_where_store_is,L_Demographic_similarity,G_Distance_between_cbg_and_store
360810265001,0.3349631799649563,1.4898426111412926,8.547291901813692,2.176573552353874,7.905327130726151,5.91046753559143,7.522902315526947
360810266001,0.11491547205205074,12.895032071844694,12.572163346531346,5.3606263627856015,14.84981790947431,7.957660604657309,11.064302086770226
360810267003,0.1989266821671988,4.114651597001139,3.7716596550922064,1.3233395666765249,1.0102498372544568,12.632960967098324,8.572358728173025
360810267002,0.15898777190642122,3.7257399973335916,1.2437664064049847,1.0480234608385697,12.233843116362257,10.38946573840076,9.643790490084024
360810267001,0.2413780746805929,1.967662617998181,1.336960797490665,2.3461315695374427,10.364555869079608,8.385400021669996,9.172186083246748
360810270001,0.02843655140778245,2.7222169213762206,1.4802094229039326,2.655607911764718,8.806655970632645,5.076144527243696,14.03222785041961
360810271003,0.1226326329815337,8.017625596045681,1.3371576526764803,5.500173083633651,7.4039757266321695,9.140617916815136,10.059077042109992
360810271004,0.11749919430001265,4.874779894448328,1.8829088779100032,2.611816977618309,9.80505201562611,6.965381503656897,6.733228914422513
360810271002,0.2471236102232205,1.9860602645379308,1.0958496564735185,2.8496669412714177,2.7783546807809034,3.2832369368162966,7.506608039646079
360810271001,0.1488810441909425,4.352624894084341,1.2984942367439345,4.7247265157683245,5.490037303088576,7.323385129222247,9.316692434118876
360810272001,0.12267173595321035,8.282894474875071,4.080167740940353,2.147781147212488,4.762970869154216,1.654223472282208,14.090541932894535
360810272002,0.06549263439196074,11.900853826915238,14.49841560964706,1.1916393829046512,1.8925779604296318,2.2079246988781307,12.541636494096927
360810273001,0.7286483072938085,3.174149931509433,1.0814653457631849,5.1367930210020205,7.468432788744059,2.565041935820472,7.554916524627802
360810273005,0.15754698031691927,1.2845578769259998,1.6294044368034932,5.799459323807003,9.588474232038775,11.904251651849668,13.603167288593779
360810273004,0.2605261892143601,2.5808254016175307,7.982598354842951,4.369047337511596,4.739040411474903,2.827280456575348,11.265171302205315
360810273003,0.10292762758114372,2.922534949306634,2.8846441001660668,3.5375552147455287,8.379227238477412,8.74807537371069,8.16947884115705
360810273002,0.17097315797129886,1.0322590553425524,2.597162430534574,1.6352197946628797,9.906368031460657,6.793738161114434,8.978521696104295
360810548002,0.17383964130229154,1.041204020114788,7.77551368058092,1.1913175139505479,2.3206193402468505,2.5854188018238866,7.650589474033754
360810548001,0.18677143384955144,5.8043485114213125,2.5689842348522043,3.0564525659407824,4.6409013994326695,12.906147568091896,11.798187181381097
360810549001,0.10185549534793747,4.337871136920613,9.152035124441674,1.7449706435776773,11.406711131925766,14.152689728615536,6.985965346575874
360810549002,0.023745740144589637,1.4405946362004738,1.515893898838394,3.7453469360154914,3.0806344086295976,9.737422932481417,11.076780129998449
360810549003,0.026977358262309514,3.3126824947091116,7.919652151919348,2.262920459383684,14.029172500236106,1.130854511795298,9.068466979069015
360810549004,0.28773944348542235,4.542568805371222,11.560891256578085,2.488299915335123,4.06472407719135,13.191104374681904,9.58735767663378
360810551001,0.3995843091731519,2.5877721106837037,10.912770741519662,1.67955111513578,1.4180304673718602,8.624369542916702,8.766270597183869
360810551004,0.3398196602765786,1.1486718429970608,9.007999495416607,1.0755470240810387,5.048209187512204,11.50018957399045,10.211032678959654
360810551003,0.4703339392149843,1.1437650742512702,11.044122586153023,1.851066501769896,7.084113305172036,5.223428934684463,10.077959328127877
360810551002,0.16097832799020528,1.443986203579838,4.433215677626255,3.58869508547999,3.536021681196857,5.9553901947332895,11.308088430136905
360810552002,0.4512480293043786,4.1374023275973375,8.591246205783074,1.5688772363229626,6.649560100999715,11.674156998951295,14.769888405034536
360810552001,0.06985087026805226,6.064604135218853,8.526715260842472,2.9132676234684998,4.073068174710354,7.095503662324141,5.4701635450245085
360810553001,0.13340581028908727,4.793252841390372,6.9970362146899525,1.8560965465974528,3.803384904572109,12.276843919690409,11.915233204254193
360810553002,0.2830412627364386,2.095316713324573,4.133180772109139,1.0276271353209043,1.9091215091187583,14.636076654454774,8.996696985508523
360810554002,0.16326404045954124,11.471237516461954,11.820149896630399,4.498277434902561,3.6350086724928885,4.471637452476917,7.4488993262923655
360810554001,0.20094112936217526,4.311218213904945,1.5971665862986146,3.731099401052326,6.322358287843024,13.432767373956409,14.05910098145117
360810555002,0.32417087714053905,1.960031999273653,10.062483065283173,2.529176430432884,1.242813692190444,11.1936575206201,9.856373453515996
360810555001,0.4699220565394568,2.267589585582636,10.624365632958149,4.604842726582363,3.5728904154670937,7.78526264842196,10.278094581544416
360810556002,0.5696030393853245,6.267248677264551,2.300198954537665,2.212852495023143,1.0499898091675863,14.220232120998096,13.379042528439262
360810556001,0.14268845670293784,5.396799767126873,1.5633901312820084,3.734773191403253,5.258296566740867,9.209766832560511,14.065746750886802
360810557001,0.48208648153056605,1.2644036716250315,3.836403853801212,4.412599265799235,5.043875909350778,11.933389767491851,11.472999916758551
360810557003,0.4412268526854759,1.6249293308411057,13.319613821480493,2.7639215404815687,3.8283179836729784,12.876147724593835,10.732622666509403
360810558001,0.1154353473529457,4.569769125507233,6.6891317953265235,5.027429776853293,13.000386511821267,5.240048051350705,5.517044341961205
360810559001,0.1835899676693783,4.316348250719439,13.58059728214059,1.9360699037765496,1.514002593218585,7.170320479752957,13.458779408730841
360810560001,0.6548809636928655,1.4391658780152137,9.523055036651073,5.187183596463012,12.012342236381386,10.435320621694023,14.246668610977606
360810560002,0.18064632071113973,5.076121030212944,3.676076977150768,8.27585259702121,12.001628019664686,8.414465531812887,13.673877912360382
360811241002,0.38072538131649547,2.010069648283416,13.33870993405158,2.777382548982789,3.2078565716827505,1.6766706025760758,14.852793850471132
360811241003,0.4210737966114806,12.948933420728862,1.0019427524660482,11.125728715082559,6.449424592274773,6.266629942970935,14.496506666612605
360811247002,0.5976722954458751,2.6809074655022256,1.7064490510134571,1.1959069677954872,3.5223744946002604,13.383147317604363,8.304171829400062
360811247003,0.28857880987931084,11.122604929849656,1.1939084498716308,9.131303972281424,1.9761666903212625,9.959709086953154,13.484075564224195
360811257002,0.3600505994773945,1.7778081261843457,1.9065101039062944,3.058819262271065,8.482747697203571,6.901449941991914,10.159038739527682
360811257003,0.49457802984037397,3.3594526450504705,14.28777703624431,1.4611553776764512,2.879138523401913,12.948259319504118,13.305782407121573
360811257001,0.6529114131915337,2.8970182650067597,1.6373477188958363,5.8430224080749325,9.936419519159383,6.512938647391,7.656808473905612
360811265001,0.743036626748703,9.48572882077456,1.2312041127320166,8.061347932437714,1.9663115535756277,2.5390835275337063,13.233454768223323
360811265002,0.4024117726524181,1.6359461435290128,8.595278476869474,2.4592655123868763,10.834394179863565,11.411345256295393,1.526402131424991
360811441001,0.7564045875426688,1.3404991489376394,1.6741566611433925,1.589908101185781,3.014971169631933,9.357767436829409,6.94338198327526
360811447002,0.4859228982577825,1.907222001273716,13.255208182183702,1.902030579480126,12.29957841694062,13.96427159534806,13.412580732332252
360811447001,0.4814282143533076,2.2251391799595868,7.563477160047554,1.2461426798725057,13.552335160753634,13.406101067421426,9.765358067988974
360811451011,0.6237193226923178,3.438258402068663,1.0486751731651651,1.5744975782821058,10.218583358735627,9.807311877281464,10.23521288212572
360811451021,0.5488996766316492,4.853777563236676,1.01805020307755,6.301064773895981,3.4078567732410647,7.109217830357911,14.316469414438458
360811459001,0.3501921670669175,5.41207503003587,1.1256841633688792,9.090951536655718,4.2633239881834,3.411632934249744,14.078521503527687
360811459002,0.7146348508694591,5.03603609865588,1.1436215262322231,2.9214906677111987,6.290483092450643,11.425271031484025,5.9190559307865325
360811459003,0.4672378526357188,9.203895939182617,1.0026089490023442,4.54534074638061,14.371527907841742,13.235758183774085,12.813457098001948
360811463002,0.2836492488776257,1.0181325923155349,14.011741251674913,1.1791706709922352,10.21479727033786,3.3057449602064883,11.70952068894815
360811463001,0.5500753940151301,1.0976449442391996,2.821697875636918,2.1537814010842187,10.724900949407806,14.627802029695316,5.092499172654895
360811467003,0.77890868573337,1.6474331396592057,7.558281497058148,1.22473475556572,13.7223614785289,14.245517357482864,12.226234716739745
360810446012,0.25938552513696844,2.457068316178683,3.3723961338454997,7.663328418229113,1.5552320747416557,3.5959672263243263,11.759308682661178
360810454002,0.2278787709221033,1.4298559302886165,2.7854343961771457,3.3520882202921385,4.9686770483287095,11.164980662475871,8.426262387674731
360810455002,0.04266960971889033,8.321038861642585,1.933672397658877,5.5234994945298554,10.805318269682058,2.1428624659094737,13.2969174503898
360810455004,0.03272099951545149,6.56591767494464,3.0914794078868084,6.753934332214584,7.632696178634169,1.1749729760626222,11.116929145271088
360810460003,0.032797034975695416,2.209956326461902,2.1062177625498864,1.3143597048799505,13.475620632045054,3.5900949215768163,11.392483509148947
360810462003,0.04527574000480517,2.312599436066737,1.6549959000430692,1.1459417205802418,12.328000209222903,5.283149335044135,10.624331148283758
360810466002,0.5736360407133385,4.517671557796988,2.9067817549488435,1.3319618829023057,1.4625821473235696,3.048866207106016,8.621290298476579
360810467003,0.06848416797710744,10.575461860763141,1.7940346149089557,5.7332219908197,4.479215843542859,10.121467432656846,10.741457593477085
360810467004,0.1147937781109174,13.522216156749725,1.9615223668099613,7.853358403336832,7.269505969057494,14.72859220402191,12.519060758547967
360810469005,0.0937938542458714,14.888270075473757,4.022171892872418,8.644726435152025,6.983472703192906,7.365544227896633,12.364012256525266
360810472003,0.5313954287757614,2.6483765849113814,8.833640973645434,7.361181219271067,8.533013487118911,11.511749790673742,14.285998332467491
360810473002,0.0549882364089983,1.1799224626954363,2.9287097412903007,1.9575935507111104,9.820001876821607,6.1455809446877385,13.403622786359305
360810473003,0.07134571360632191,3.826930212867605,2.1831369087430508,1.3937149940735358,4.666002256831616,2.466022052782804,3.998045126710621
360810481003,0.1280951896139918,10.381784138359249,5.036996916474192,6.270059414134868,1.5181933629852384,14.8773892107603,10.739936373773824
360810481004,0.1178539982596527,1.0163950634844596,1.9701226435111376,8.256101517435678,2.5811892439238884,4.483113486469179,13.66025792201895
360810485003,0.1145509076612291,2.3458007801574703,1.0032328909632846,2.1611363558002608,7.0150653525905255,6.462063773922929,8.082226769560933
360810884007,0.14131222875989147,1.1684317541874378,2.5703359291692958,6.683877518861954,4.0472961153321085,8.727317229235519,11.043094329792504
360810934013,0.3343344268637404,2.063901141399656,13.13961842882074,2.6364559463516892,9.896221409554556,2.1495025893088915,11.265687702681294
360810939003,0.10195105712506536,1.6274977068445582,1.5912370256996342,2.8833567728744995,9.450064333183251,11.288958991968991,8.313780910388344
360810954001,0.4671608846041789,7.796818640344174,5.365771686723996,5.70602241164122,11.207581677640595,12.461540863012445,12.474049518176056
360810954002,0.6129143458250884,6.155953496091153,3.1661727327018143,3.1786165240786355,4.949653038921703,4.476509726973413,8.387423857279682
360810954003,0.4116328355702201,6.834886694985943,5.464666354011931,4.618605760910176,7.966621564676517,7.175882872447687,10.460710274968903
360810973003,0.10014081206275338,2.7325127253543537,3.0109221827107278,3.369651107210194,8.838046022111143,10.644270925342381,12.906838067975476
360810997013,0.14708823895735634,1.7707470011600748,5.642250501376097,1.289524572621208,12.687385100024054,12.35770781047513,14.097126818491043
360810042001,0.3727349607104663,2.6400080515778086,1.7210447817703312,2.9567216453016165,2.9910016426595813,13.69717424025351,11.136156879071267
360810042003,0.3935779702436577,2.8276211330819123,1.138957836542616,4.370056735716782,11.829439712815185,6.712421117643081,13.066435204901405
360810042002,0.4011820657016844,2.678816191484509,6.135970644782415,4.9928590929668655,8.00492346382686,5.6456920693690025,10.285084850615334
360810043002,0.07222371749015011,3.711717876213097,13.011362544310053,6.878709902764927,4.188933290874823,2.7928099616842283,14.489714905950382
360810043001,0.8495447271258271,2.415716843781852,6.091094934032757,2.2869063075233,7.902153084781702,2.5633997076043,14.986737830931073
360810044011,0.4365147629983536,2.8514539653859003,2.6224574955141406,5.938189887758018,2.4670898655312805,10.162296447386122,12.626146520875494
360810044012,0.2942241890645255,2.907422237656207,1.9938620429341218,5.9038502771917765,5.204438404207679,8.899634644733046,11.150216909443918
360810045001,0.9762095616027732,11.420652097178236,3.1449531880379933,5.178679326689147,1.7916733171606651,4.0168396033070914,3.152478770590033
360810045003,0.9843087853859591,1.737356612770288,3.036885455149129,1.9495323146194208,8.800474148706657,7.144187176957767,13.578527671709127
360810045002,0.4870400729796691,1.2075771072945756,9.957548554835542,3.9606448773908736,2.117547561791,2.2884546001356623,14.842824275793461
360810047001,0.9493142145207328,8.916269180878125,2.711345706927206,4.454510600642617,2.0224061036986174,4.5560123649782875,3.208356215028842
360810274001,0.10812898258271653,5.922178208647689,2.050382153078675,2.0561205367094426,3.3459376871298017,4.929156952031812,13.879570638744116
360810275001,0.6262398953780555,1.7083862305315591,5.638253442914407,1.3231391663137444,14.146619106681829,12.416055196358721,1.166072383001076
360810275002,0.2417483661189268,5.363592458641432,1.4576462947161255,3.1725694812351426,4.120874927764722,2.0587510957714112,9.531585620279227
360810275003,0.27840677058513963,5.912796662076563,1.1598778235351883,3.833558291445904,3.4498159280384506,12.48669646696465,11.969326899661231
360810276001,0.308807830198049,11.947892618636864,10.271675951183461,1.9681737789269815,1.1179453960015904,4.509701281149526,12.176911630629
360810277001,0.4815973546725899,12.436697758391334,5.936483394480053,1.7815280200425256,14.607610688126496,9.110070383295966,14.800674605877775
360810277002,0.3990529603467027,1.6053394869749376,1.87480221227921,3.1104556509180057,14.510153792689357,1.7205494557842094,13.751460787786591
360810277003,0.4945302232859543,3.6850035693125847,3.1116137250942413,1.7598821675845535,10.955998564191571,5.3264913422085565,10.163485921114422
360810277005,0.28067707796327035,6.305215309933001,1.3819896333007478,4.73998213922704,7.820270069231842,8.94539303348883,13.568125540925012
360810277004,0.2807802880073048,1.1126617431327992,8.1711863507652,1.780529990693065,8.91626902405592,12.107263093555114,5.596381850563077
360810278001,0.2324053956172477,6.774188539807423,4.515819419097485,1.4917666196135286,1.4271950028124305,6.038868495279711,14.395527266556805
360810279001,0.7282754859857534,6.6390621355915815,1.81922823091349,3.3623465086604103,10.285588003205195,11.772723331382082,14.92200136263465
360810279004,0.6020783907204035,2.5798466449383284,1.3509931631553065,1.151932039643914,9.557217701430183,14.618348221993944,7.183002960239199
360810279003,0.2693426539721462,1.4825894650150817,3.877091530933527,4.3165569809550615,6.223346024966668,8.360202209041816,10.23702239135158
360810279002,0.3204393702221937,5.887739085031836,1.3766019064326631,4.998315542124468,11.918844089095256,2.458964325741121,10.779743579490775
360810280001,0.32424431156791145,6.419565412106036,9.656019619019638,2.8504735833419512,1.7249225576071083,7.269171526291362,10.86691260723849
360810281001,0.6346935619933407,4.904827223271732,2.537289825725523,3.084692316440602,10.695673000995107,4.755799900867538,14.271444687800582
360810281002,0.6389355116840092,1.0748216035490632,14.61003224511328,6.549960430758111,7.3865713315833315,11.909570445813761,14.792088527774188
360810281003,0.3585378324108217,2.939773345619458,1.3583182570732886,3.676361555001117,5.9066748269890175,6.134000812210786,10.276349575647872
360810282001,0.2075184820650988,5.490172128754767,8.296073040492221,6.582202849210987,7.01741216456551,2.5563463765477685,10.584870581843
360810283001,0.5077066710438995,5.691815417737075,5.9259514766032915,1.2004809731157664,1.7335950794495094,11.725312245700072,13.348505949536614
360810283002,0.5989607026692194,3.6373490522366714,4.618465737983875,3.793244421951437,10.975418345192065,1.546033201116856,10.693334250032233
360810283003,0.291364419259289,11.917906685715911,3.2864106309511345,7.600689992303946,13.859160296235393,12.150538014652572,14.386266080417945
360810283005,0.2902237689072479,10.327484955391713,3.3950799674800827,7.872253670506391,2.1879886339047667,11.12163441118978,14.711342333337095
360810283004,0.20893397206542694,14.014739184937822,9.13954614720592,1.824830184652661,7.707013216011763,12.005595946267539,13.241903666399214
360810284002,0.11703573211641405,12.997196264177706,10.665201862767162,1.427194858090315,3.3651990724177168,5.771099917481309,10.66834603537176
360810284001,0.2548304240174819,2.8284353068023336,7.2088256101508,2.554965893799247,1.6453782652893505,11.722027355651324,12.61890811379348
360810285002,0.4838524605795143,2.9421680581710397,6.302288742130134,2.3480388158457286,3.32624092582452,9.405067090420763,13.804272961569275
360810285003,0.5480169995929358,6.841420227265912,10.812628946052179,3.839197156636327,10.27916374089238,1.1234667559195946,9.051870927827338
360810285001,0.7498339412691732,6.484271142689693,3.9569486318701914,3.6439530088677077,9.185243781642956,12.700835746576972,10.269270714470514
360810285004,0.3842827875744929,1.798522456448532,14.992003191925775,1.1883322788516506,11.526073604975885,4.41181489305572,5.185134360915425
360810562001,0.3822846652682974,2.781648484097879,8.234976025801544,3.0579989641362184,12.98032360729109,8.37180591240875,4.598918344544996
360810564001,0.0844357179309041,9.946634430397348,6.643996922464262,4.127995748979722,14.629141945916706,9.445047104142512,12.918584090857653
360810565001,0.4679686110117114,1.0292744420829998,6.440745822298031,4.729938889568965,1.722320558888646,9.846113338035188,14.286365182921607
360810566001,0.050874255779207456,11.52400283030308,12.584060148202527,7.958272539801023,4.640195452189281,5.381344379487122,10.499029527576582
360810566002,0.04225597985364815,1.6266413373749486,9.937043765709557,11.55318393690979,11.49772501653842,9.300379570548555,14.453697966551278
360810567003,0.4676101141482031,1.208943429293082,6.406386040502143,1.42749638948924,1.3000795242896757,13.183096850493007,4.5136621730360655
360810567002,0.44211710106478497,1.237533094270109,7.6130067070679095,1.0817086404932679,2.9504640330950536,13.95138054760051,2.7482681320770794
360810567004,0.43791006827515977,1.5494110585638639,5.2818809494930115,2.4485907647404863,2.3592383766925167,1.4574851855934303,8.411864030036018
360810568001,0.1641331987419331,4.39911530671028,10.895505395579756,1.7752541928799026,9.364785695420075,6.236295946334174,3.4347241326203934
360810568003,0.4673518792779358,3.648732459917952,5.897169666169673,2.1073369299723903,2.0756884189190714,2.0394957905397746,4.852173184689668
360810568002,0.4027890907164734,3.865540187053046,11.346779455935184,1.5293217719906984,2.7342341731200825,8.10597493498833,6.0958194722404855
360810577003,0.5572852935819324,1.0519213439633872,10.6137545636002,2.0000334867362795,7.523739586651187,8.043878610527084,11.383871142288426
360810577002,0.3963741046507647,2.6551867986217257,14.064682355327706,2.183541959102861,4.622246023772017,14.07030068966705,10.160723353909807
360810577001,0.35179095628177204,1.0598519256302188,12.014400829562687,1.3069617415813732,5.465483667809707,14.710948902438796,7.1080865218271425
360810579002,0.5235218448553128,1.3708956917359052,5.110113370772226,1.6232687032458588,4.8326576080611465,5.658000430975712,3.972835154955586
360810579001,0.5286313620669694,3.7635297291365535,13.250668738756799,1.736655773091401,4.965872690394985,3.410939769485367,4.7014728255912015
360810580001,0.3213667653821985,5.54836343054156,1.3027469995542198,1.1041334204806963,1.4528110711426478,14.621365150010055,9.407523929369603
360810580003,0.06283356758835447,6.168590253852964,11.597085865388355,1.6007808834476298,3.9990264256484513,10.89675077204108,4.467467188879841
