store_id,naics_code,top_category,sub_category,brand_name,match_type
sg:91bd9e7071f747eb9ae6e798886afb06,452319,"General Merchandise Stores, including Warehouse Clubs and Supercenters",All Other General Merchandise Stores,Five Below,brand_id
sg:a6125d66b02c4cb6bafb850ddfa7e5cf,452319,"General Merchandise Stores, including Warehouse Clubs and Supercenters",All Other General Merchandise Stores,Five Below,brand_id
sg:aa4f0aca9a404e0a832c3ef3182a4d40,452319,"General Merchandise Stores, including Warehouse Clubs and Supercenters",All Other General Merchandise Stores,Five Below,brand_id
sg:be186470ad2d40e2917b9033eebcb327,452319,"General Merchandise Stores, including Warehouse Clubs and Supercenters",All Other General Merchandise Stores,Five Below,brand_id
sg:d1f3127c4008430babdaa7913c7da999,452319,"General Merchandise Stores, including Warehouse Clubs and Supercenters",All Other General Merchandise Stores,Five Below,brand_id
sg:61f435ad4ce34557b2ee59619053a969,452319,"General Merchandise Stores, including Warehouse Clubs and Supercenters",All Other General Merchandise Stores,Kmart,brand_id
sg:aecf31a02fe5493ab2cb8acb3a58264a,452319,"General Merchandise Stores, including Warehouse Clubs and Supercenters",All Other General Merchandise Stores,Kmart,brand_id
sg:012fe39ba48c4d67ae07b4185e9d721f,452210,Department Stores,Department Stores,Barneys New York,place_id
sg:35dfbe7d1e1b4d52b74de4017fe6609a,452210,Department Stores,Department Stores,Barneys New York,place_id
sg:cb8584dfcd4d43b09657c11fd377b58d,452210,Department Stores,Department Stores,Barneys New York,place_id
sg:eb0ebcaf8c8d43f0aeefb24b63dddcfd,452210,Department Stores,Department Stores,Barneys New York,place_id
sg:f9818fd75c4c4d7cb1ee44c6cd2d7918,452210,Department Stores,Department Stores,Barneys New York,place_id
sg:0a7e5fc799ee4cb2b5e9febdbbf2bb85,452210,Department Stores,Department Stores,Bloomingdale's,place_id
sg:15682cf1eadb423297c1e634d13c0377,452210,Department Stores,Department Stores,Bloomingdale's,place_id
sg:4e727f2cafb14cb3b40b62073a2e6545,452210,Department Stores,Department Stores,Bloomingdale's,place_id
sg:7cb6b59799204a01a82dd14c39e672dc,452210,Department Stores,Department Stores,Bloomingdale's,place_id
sg:95f0d20a1dd34b05a7c81ec4fec5efeb,452210,Department Stores,Department Stores,Bloomingdale's,place_id
sg:e27fcc7514f34e4ba144859451c01780,452210,Department Stores,Department Stores,Bloomingdale's,place_id
sg:e4019da3119b4ebfac7b8f9907d68d7c,452210,Department Stores,Department Stores,Bottega Veneta,place_id
sg:1279a9e858864b6498b9c168e072ef64,452210,Department Stores,Department Stores,Hermès,place_id
sg:2e8bc51920494516a0320d34e6b2bc44,452210,Department Stores,Department Stores,Hermès,place_id
sg:7e7476590af643a4b89bdb2fe59464a6,452210,Department Stores,Department Stores,Hermès,place_id
sg:be39843ac30e4c929f9707f4f14349ae,452210,Department Stores,Department Stores,Hermès,place_id
sg:5aa2ec5e377c486ca69da4542b6e4307,452210,Department Stores,Department Stores,Lou & Grey,place_id
sg:78948e77d30e426d90d4ae1998f336c0,452210,Department Stores,Department Stores,Macy's,place_id
sg:84a8615ac25b455bb1d01ec4c93cdd1f,452210,Department Stores,Department Stores,Macy's,place_id
sg:21870f3478e947c09c4e556b14b903c5,452210,Department Stores,Department Stores,Neiman Marcus,place_id
sg:c4f25e2651334550b550e581c03e24e7,452210,Department Stores,Department Stores,Neiman Marcus,place_id
sg:a15937b5adf141d891dd06a9c81347f6,452210,Department Stores,Department Stores,Saks Fifth Avenue,place_id
sg:29f0f35f4b944165baccd9bf1b151659,452210,Department Stores,Department Stores,Saks Off Fifth,place_id
sg:0835cf2d4cf242c9884c9dace819875d,452210,Department Stores,Department Stores,Sears Home Services,place_id
sg:6595c93b6f0747e18277b55d4f5f4899,452210,Department Stores,Department Stores,Sears Home Services,place_id
sg:1352876552e34698a24928ebf52f2681,452210,Department Stores,Department Stores,T.J. Maxx,place_id
sg:6b1dab9cc5ca4a0cb652e3e9c4294a62,452210,Department Stores,Department Stores,T.J. Maxx,place_id
sg:a8effc2b0add4b24b6711d1e16751d07,452210,Department Stores,Department Stores,T.J. Maxx,place_id
sg:aa2b7c2e5945446dafd6d263779262f7,452210,Department Stores,Department Stores,T.J. Maxx,place_id
sg:b200115f9d28436996e8db7376a6acfb,452210,Department Stores,Department Stores,T.J. Maxx,place_id
sg:f323e0dea9d74549b867e5f2bbaf04b9,452210,Department Stores,Department Stores,T.J. Maxx,place_id
sg:5fe86b949ad24e79b59672ae1b6d148d,452210,Department Stores,Department Stores,Target,place_id
sg:81aae721ea114787a6e105b349eeb400,452210,Department Stores,Department Stores,Target,place_id
sg:c7222887b3834a58a6bc40c168cdb38a,452210,Department Stores,Department Stores,Target,place_id
sg:e2543bebe82742a1941c21660d9f4168,452210,Department Stores,Department Stores,Target,place_id
sg:fd4bf1e165794ab99140ca0bb2d5e022,452210,Department Stores,Department Stores,Target,place_id
sg:f4ada8c153e14fdc9d019433c2022611,452319,"General Merchandise Stores, including Warehouse Clubs and Supercenters",All Other General Merchandise Stores,Amazon 4-Star,place_id
sg:be15960aa019437f819888030a10c309,452319,"General Merchandise Stores, including Warehouse Clubs and Supercenters",All Other General Merchandise Stores,Costco Wholesale Corp.,place_id
sg:543c0a12cee5429cbd6418a51cffa2fa,452319,"General Merchandise Stores, including Warehouse Clubs and Supercenters",All Other General Merchandise Stores,Dollar Tree,place_id
sg:8a661267f20b43a4bea8fd28bf20f9f1,452319,"General Merchandise Stores, including Warehouse Clubs and Supercenters",All Other General Merchandise Stores,Dollar Tree,place_id
sg:d07befd8cc324b59b3183aa5dc091015,452319,"General Merchandise Stores, including Warehouse Clubs and Supercenters",All Other General Merchandise Stores,Dollar Tree,place_id
sg:dccb7bd06b53430e9aa215f4e47623f8,452319,"General Merchandise Stores, including Warehouse Clubs and Supercenters",All Other General Merchandise Stores,Dollar Tree,place_id
sg:dcef1702bffa47df9ff2ea7a2373bdbb,452319,"General Merchandise Stores, including Warehouse Clubs and Supercenters",All Other General Merchandise Stores,Dollar Tree,place_id
sg:29b14793c6a54fe69540bddefc24042e,452319,"General Merchandise Stores, including Warehouse Clubs and Supercenters",All Other General Merchandise Stores,Family Dollar Stores,place_id
sg:9b3d30023931445b848b83c86ebf49b7,452319,"General Merchandise Stores, including Warehouse Clubs and Supercenters",All Other General Merchandise Stores,Family Dollar Stores,place_id
sg:edc2255fe940499eb00b73ae35d2d54e,452319,"General Merchandise Stores, including Warehouse Clubs and Supercenters",All Other General Merchandise Stores,Five Below,place_id
sg:6cc8e1a82a9b4673ba784ee896f76668,452319,"General Merchandise Stores, including Warehouse Clubs and Supercenters",All Other General Merchandise Stores,Kmart,place_id
sg:0031a04b56d64aecab115f342a98234b,,,,BJ's Wholesale Club,unresolved
sg:30ee7a381cab4b7dbfc920039b17ab96,,,,BJ's Wholesale Club,unresolved
sg:40c47fece0ba4897b01c7e28efb2731a,,,,BJ's Wholesale Club,unresolved
sg:4cf36ccb35a1435886590e7ee8224528,,,,BJ's Wholesale Club,unresolved
sg:5f075b645f9949df877f69a2e6932d4b,,,,BJ's Wholesale Club,unresolved
sg:692ee5d609da476796678b67cf482fb4,,,,BJ's Wholesale Club,unresolved
sg:7bf321e231b74c2f8e5a83727daca049,,,,BJ's Wholesale Club,unresolved
sg:e6e5080a57e84c428e31e7b08c28d9f1,,,,BJ's Wholesale Club,unresolved
sg:1b394074dc2e43248068041081ed1b67,,,,DAISO,unresolved
sg:035be132cf814e4abe4f5aab1ed2d201,,,,Dollar General,unresolved
sg:05d8d7de8ba34af28286a0008c550997,,,,Dollar General,unresolved
sg:2400edf8b8f44173889028682a24437e,,,,Dollar General,unresolved
sg:274ad0a179144159a405b2e719e2f419,,,,Dollar General,unresolved
sg:2d4690e13d08491e87d2d4bc43b72545,,,,Dollar General,unresolved
sg:30b259e38b214887977bb56b1c349d65,,,,Dollar General,unresolved
sg:36d79cd3ffea42b3b6f08bb855cb5b22,,,,Dollar General,unresolved
sg:4d02f1a259d944a28322691f7dd0bb48,,,,Dollar General,unresolved
sg:4d7627ff7c0d45acb312c36be5876b14,,,,Dollar General,unresolved
sg:51e543c9fb2c41cfa7d507b04eeacdfc,,,,Dollar General,unresolved
sg:5c879da6023b473b90fab576b9e378ac,,,,Dollar General,unresolved
sg:66743749a16a40ed9801e23d2b52798b,,,,Dollar General,unresolved
sg:72d50c66157348ad9fa3c8c939c147b1,,,,Dollar General,unresolved
sg:7b31b0b4830548de85d5d4c76f90d248,,,,Dollar General,unresolved
sg:7de15545dcb3484696b8204cbc65a7d2,,,,Dollar General,unresolved
sg:86cd2f7a19d843ac91c0ead93dadb2c1,,,,Dollar General,unresolved
sg:9a46a590679248f7840df28ec409e7ae,,,,Dollar General,unresolved
sg:ababb29b151f4808a4c1725ec9e6bf46,,,,Dollar General,unresolved
sg:aeb02f80495549a0aa967b8695a733a2,,,,Dollar General,unresolved
sg:cc405d4661ac490dbfc79326fe910b71,,,,Dollar General,unresolved
sg:cca41e118c6042c89d6ba3f478f91f76,,,,Dollar General,unresolved
sg:da137434b33745c1a82077710bc7c14d,,,,Dollar General,unresolved
sg:e6b42f5a02fd472c80aad9760b14ac66,,,,Dollar General,unresolved
sg:ee689ef00a624f55be33fa1d67355ddd,,,,Dollar General,unresolved
sg:f176ee37e8c447838897bf9e4cae8f11,,,,Dollar General,unresolved
sg:f51c84ff03e942c79e0fbf6e77caf930,,,,Dollar General,unresolved
sg:287a466b3edd42c18e018c7022c1914f,,,,Kohl's,unresolved
sg:2e1dfaeb69074f8cb0cf20ec869a598b,,,,Kohl's,unresolved
sg:2fdcaa9c5b9a4729a8db85ce508d3fd1,,,,Kohl's,unresolved
sg:07fafdb3637c46e88d42a8fc2dce529a,,,,Sears,unresolved
sg:9bbf6c92e7cf4768a8cfdccab7bfb693,,,,Sears,unresolved
